lead_time_days,supplier_reliability,distance_km,season_q,order_value,item_category,carrier,weekend_flag,delayed
29.057783,0.9258209,3769.1267,3.0,3778.9807,1.0,1.0,0.0,0
10.4489355,0.523212,3643.6948,3.0,937.4493,0.0,0.0,0.0,0
11.743332,0.7623976,597.1046,1.0,1212.8156,3.0,2.0,0.0,0
14.617119,0.80749387,4997.3574,1.0,739.80005,1.0,0.0,1.0,1
6.4946694,0.5990856,4712.354,3.0,3805.8525,2.0,0.0,1.0,0
4.7677236,0.9478654,4488.1304,1.0,3574.8652,2.0,2.0,0.0,1
14.795443,0.5950479,3130.3313,0.0,953.37854,1.0,0.0,1.0,1
7.580371,0.94225746,2637.8171,2.0,2689.0051,4.0,0.0,1.0,0
20.424606,0.8814951,2704.579,1.0,3823.5544,1.0,2.0,1.0,0
13.677405,0.62037146,123.937874,3.0,4735.673,3.0,2.0,1.0,0
25.147667,0.5753721,2522.374,3.0,900.82806,0.0,2.0,1.0,1
21.307688,0.65811634,3137.6594,0.0,1528.6056,4.0,1.0,0.0,1
10.058633,0.69897527,3310.5957,3.0,1748.2156,4.0,1.0,0.0,0
25.135534,0.6228923,1694.0903,3.0,3128.637,0.0,2.0,1.0,1
24.338167,0.9994458,2382.8477,3.0,690.73004,3.0,2.0,0.0,0
12.236873,0.61482614,3199.7375,1.0,975.21106,2.0,1.0,1.0,1
9.361515,0.9153174,2170.1123,2.0,3904.38,0.0,0.0,0.0,0
20.79237,0.57955885,4812.5693,3.0,2714.848,3.0,2.0,1.0,1
5.052822,0.9901223,3541.9385,3.0,810.3273,3.0,2.0,1.0,0
6.797338,0.61276174,56.305042,1.0,1948.2794,4.0,2.0,1.0,0
1.2135059,0.7108443,165.23343,2.0,681.12604,3.0,1.0,1.0,0
23.820807,0.77928203,3466.986,1.0,1819.8231,3.0,1.0,0.0,0
20.280674,0.5601429,2092.5933,1.0,2006.9945,3.0,2.0,1.0,0
21.449797,0.90841,4205.3813,2.0,569.43097,3.0,1.0,1.0,0
23.641142,0.63734275,906.4263,1.0,308.5688,2.0,2.0,1.0,1
14.3085575,0.77463496,118.44322,0.0,4409.1934,3.0,2.0,0.0,0
17.493494,0.77481693,1971.0077,2.0,4439.364,0.0,0.0,0.0,0
5.054113,0.8013203,3693.5173,1.0,22.868587,3.0,0.0,0.0,0
4.321372,0.527743,4860.0522,2.0,3209.6084,1.0,0.0,1.0,1
20.383686,0.5843094,4424.087,1.0,477.45825,2.0,1.0,1.0,1
14.66179,0.58059615,2446.1694,3.0,4052.6067,3.0,2.0,1.0,0
17.391848,0.65102565,4073.4456,3.0,4399.016,0.0,2.0,0.0,0
23.184967,0.5724571,398.13577,1.0,3086.9097,3.0,0.0,0.0,1
19.406832,0.9609607,2882.748,2.0,3069.6458,1.0,0.0,1.0,0
17.053802,0.75647724,4625.2773,0.0,1863.6927,3.0,2.0,1.0,1
17.217009,0.81178755,2012.1064,3.0,1254.8501,3.0,0.0,0.0,0
9.814553,0.6787441,4802.498,0.0,2501.3613,0.0,1.0,0.0,0
1.8937172,0.6381231,1142.3912,3.0,677.24896,1.0,0.0,0.0,0
13.664804,0.7515886,572.8873,3.0,3364.4023,4.0,0.0,1.0,0
7.2229557,0.6471615,2647.5735,0.0,2355.7336,1.0,1.0,0.0,1
12.847331,0.67182297,4540.872,0.0,896.2315,2.0,2.0,0.0,1
25.74869,0.72637546,1590.8322,2.0,2945.6882,0.0,2.0,1.0,1
7.784245,0.75286686,4010.7937,3.0,3978.6858,3.0,1.0,0.0,1
2.6907794,0.992157,887.5265,2.0,2948.1094,0.0,1.0,0.0,0
9.160132,0.6116613,3740.5735,0.0,2653.0105,1.0,2.0,1.0,0
9.514219,0.7439881,2807.2834,2.0,4240.1104,2.0,1.0,0.0,1
20.19558,0.57475585,916.33405,1.0,63.669373,3.0,0.0,0.0,0
17.153933,0.6749996,3604.532,3.0,3087.5706,2.0,2.0,1.0,0
23.733047,0.85865533,3583.0928,3.0,2054.364,4.0,0.0,0.0,1
20.265093,0.5872311,2601.4043,3.0,975.8951,2.0,0.0,1.0,1
12.785219,0.79067564,1166.0648,1.0,4898.0933,1.0,0.0,1.0,1
24.60659,0.70835054,704.85474,1.0,2025.031,0.0,1.0,1.0,0
5.8422146,0.5257898,4788.4126,3.0,1682.9614,3.0,0.0,0.0,0
1.6586502,0.9665376,3296.272,0.0,853.3521,2.0,1.0,0.0,0
3.611388,0.7068016,4055.7454,0.0,4988.852,3.0,1.0,1.0,1
21.948421,0.89196324,3500.0042,0.0,4281.6963,1.0,0.0,1.0,1
14.39444,0.70815676,4155.8945,2.0,359.16238,1.0,1.0,1.0,0
5.676882,0.96868014,854.3295,0.0,2833.1118,2.0,1.0,0.0,0
15.530298,0.6452352,2509.9036,2.0,745.53204,1.0,0.0,0.0,0
5.417051,0.7061153,3352.2676,0.0,3581.7493,4.0,2.0,0.0,0
21.19329,0.87943214,561.78,3.0,2425.5764,3.0,2.0,1.0,0
13.938532,0.67183363,792.2869,1.0,560.84094,4.0,2.0,0.0,0
12.049616,0.68217856,3188.2139,0.0,2789.624,1.0,0.0,0.0,0
9.743851,0.9974116,4350.0938,2.0,4554.2715,0.0,1.0,1.0,0
19.278194,0.77780724,3319.06,1.0,1712.5615,0.0,1.0,0.0,0
11.492566,0.8446902,229.21382,1.0,263.52002,4.0,0.0,0.0,0
3.5418477,0.8217311,4853.643,2.0,4726.5835,4.0,2.0,0.0,0
4.422171,0.91396207,740.55914,3.0,717.57794,3.0,1.0,0.0,0
28.895033,0.93091255,1201.1831,3.0,2380.5095,2.0,1.0,1.0,0
27.34884,0.7816281,4876.088,1.0,2727.939,1.0,2.0,0.0,0
21.291508,0.647278,3866.6133,3.0,1193.0664,3.0,0.0,0.0,0
8.710229,0.5114001,4686.0547,0.0,895.316,2.0,1.0,1.0,0
29.106115,0.8072016,4042.7676,3.0,574.563,3.0,2.0,0.0,0
23.583776,0.9127344,3276.0857,3.0,359.07687,0.0,2.0,1.0,0
21.789816,0.7252699,1458.5374,2.0,2545.5515,2.0,1.0,1.0,1
14.031484,0.58235306,1668.0631,2.0,4211.6836,3.0,1.0,0.0,1
8.895005,0.64404106,4738.9917,2.0,642.52625,3.0,0.0,1.0,0
3.795338,0.75499445,4310.0967,0.0,3506.0889,0.0,0.0,0.0,0
27.17547,0.9183406,1829.4777,3.0,2068.9775,0.0,0.0,0.0,0
14.217512,0.5858766,1897.6737,2.0,185.76895,4.0,2.0,1.0,0
6.8685374,0.8060749,1523.5873,3.0,2684.5017,1.0,2.0,0.0,0
9.872742,0.8766843,1664.3442,0.0,1267.5212,2.0,0.0,0.0,0
17.797367,0.9680238,4310.304,3.0,3030.218,3.0,0.0,0.0,0
6.1264105,0.5583519,102.00894,1.0,1753.1218,2.0,1.0,0.0,0
25.841814,0.9631958,2208.4604,3.0,3335.5972,4.0,2.0,0.0,1
22.997066,0.80073375,4717.0566,3.0,4593.3315,4.0,1.0,1.0,1
21.864426,0.8833508,2736.05,3.0,1230.2773,1.0,0.0,1.0,1
13.530698,0.52688736,2279.7065,3.0,4699.8037,0.0,1.0,1.0,1
19.191956,0.75307405,1596.2306,0.0,1029.5012,4.0,0.0,0.0,0
17.93884,0.8113148,415.86752,1.0,362.76746,3.0,1.0,1.0,0
19.84555,0.65341693,1161.208,1.0,971.57794,3.0,2.0,0.0,0
3.4488852,0.7158251,497.76913,2.0,4076.4343,2.0,0.0,0.0,0
13.058414,0.7771491,677.1622,3.0,3391.0056,2.0,2.0,0.0,0
2.206811,0.77627397,859.4069,2.0,4854.4624,0.0,1.0,1.0,0
15.325734,0.52093077,1545.0457,2.0,3552.0383,2.0,0.0,1.0,1
10.565975,0.71974087,104.53256,3.0,2069.03,2.0,0.0,0.0,0
5.1912017,0.6069091,4753.2124,0.0,4463.2305,0.0,0.0,1.0,0
3.998686,0.95834756,662.9045,2.0,4791.0615,3.0,2.0,1.0,0
18.041693,0.98829,1946.5869,2.0,3960.3582,3.0,2.0,0.0,0
5.947196,0.6498234,4403.6616,0.0,2787.6316,4.0,1.0,1.0,0
27.828484,0.5875927,577.5115,2.0,4130.5713,0.0,1.0,1.0,1
17.850773,0.60975206,2443.841,3.0,903.4331,1.0,1.0,1.0,1
11.059224,0.7388761,4231.6787,3.0,4502.7466,2.0,1.0,1.0,0
18.136549,0.9372528,2806.965,3.0,4997.7993,4.0,1.0,0.0,0
1.6613122,0.7500181,1091.2008,3.0,3329.0493,1.0,0.0,0.0,0
28.798218,0.527696,3690.7722,1.0,987.4863,4.0,2.0,1.0,1
14.986799,0.5199428,3422.6382,0.0,730.73895,4.0,2.0,0.0,0
23.699322,0.6136955,1842.8202,3.0,4797.478,0.0,2.0,1.0,1
3.39917,0.92138565,279.16104,1.0,4358.051,1.0,0.0,0.0,0
15.113091,0.8107403,88.930214,2.0,3745.9075,1.0,1.0,0.0,0
15.230503,0.78147894,4135.695,0.0,4746.105,2.0,0.0,1.0,0
28.196968,0.6594848,1641.709,3.0,2521.9846,4.0,1.0,0.0,0
17.580114,0.9647127,731.961,3.0,4439.8545,1.0,0.0,0.0,0
14.731193,0.6655891,2616.8286,3.0,822.4734,3.0,1.0,1.0,0
8.742294,0.9174722,4608.125,0.0,922.2205,0.0,0.0,0.0,0
10.6155,0.94795173,91.98028,3.0,2566.5918,2.0,1.0,1.0,0
16.099499,0.7416675,327.91052,2.0,1669.2233,1.0,1.0,1.0,0
13.728433,0.9471446,2114.3723,0.0,2168.2712,4.0,1.0,1.0,0
1.6267503,0.6384016,3396.0312,2.0,3993.003,3.0,1.0,1.0,0
24.962465,0.8292167,2406.6973,1.0,276.50327,1.0,2.0,0.0,1
26.988663,0.54398185,4492.8647,2.0,3607.0107,3.0,1.0,1.0,1
5.0672235,0.7369671,268.21854,0.0,450.26404,1.0,0.0,0.0,1
17.067049,0.6086659,1733.6973,2.0,4239.0303,2.0,1.0,0.0,0
4.1486964,0.53138167,1789.172,2.0,1017.48004,2.0,1.0,1.0,1
20.494963,0.50186276,1733.6298,2.0,3677.3452,4.0,0.0,0.0,0
9.15578,0.66237605,2464.0452,3.0,2963.4783,1.0,1.0,0.0,1
20.123257,0.7947653,3963.3564,2.0,1934.2543,0.0,2.0,1.0,1
22.082844,0.7276152,1623.5189,2.0,1345.0059,0.0,1.0,1.0,0
23.290777,0.6508846,3735.192,0.0,296.722,4.0,1.0,1.0,0
4.1244874,0.99560004,775.0041,3.0,1773.3672,1.0,2.0,0.0,0
27.564344,0.9697625,2825.5881,1.0,1010.6385,0.0,0.0,1.0,0
7.6762056,0.56282663,1906.6857,2.0,688.20337,2.0,2.0,1.0,1
2.084964,0.7075537,2719.0935,2.0,3695.1057,4.0,0.0,1.0,0
17.090721,0.8244235,583.36127,3.0,1070.4498,4.0,1.0,1.0,1
11.756746,0.8667454,4769.641,1.0,1123.5587,4.0,1.0,0.0,0
25.063902,0.68318605,4535.76,1.0,1709.0024,3.0,0.0,0.0,1
24.439293,0.87314093,4140.6616,3.0,2318.6392,4.0,2.0,0.0,1
10.197028,0.562075,4469.275,2.0,2573.4265,3.0,0.0,1.0,0
28.634083,0.6659063,776.105,1.0,3326.086,0.0,1.0,1.0,0
9.436617,0.8582166,2543.4229,1.0,2946.725,2.0,1.0,0.0,0
15.936657,0.8128414,1623.6504,3.0,2413.6025,2.0,2.0,1.0,0
8.422988,0.9186051,4442.5605,3.0,1975.7617,2.0,0.0,1.0,0
28.145264,0.5234285,987.71655,0.0,1336.2732,4.0,0.0,0.0,1
5.773627,0.5871959,1138.7295,1.0,3552.6135,4.0,1.0,1.0,0
2.302408,0.5242473,3449.2366,3.0,1594.3315,2.0,2.0,0.0,0
13.617815,0.5960571,490.0533,0.0,4249.411,0.0,2.0,0.0,0
29.77889,0.5021414,3675.2175,0.0,2934.9507,1.0,0.0,1.0,1
26.85864,0.7521052,1377.2301,0.0,3173.3818,0.0,1.0,1.0,1
22.709633,0.7641572,3321.6301,2.0,2548.8633,2.0,0.0,0.0,1
26.832983,0.8289459,4371.537,1.0,4643.4946,1.0,2.0,1.0,1
26.909952,0.69245625,3067.5764,1.0,2113.762,0.0,1.0,1.0,1
16.046892,0.50160384,1102.7844,0.0,2140.5725,0.0,1.0,1.0,0
10.1619425,0.8369456,293.36935,2.0,4466.142,2.0,0.0,1.0,0
23.388361,0.52714556,270.83917,3.0,3028.4856,0.0,1.0,1.0,1
20.188177,0.9330852,489.6188,0.0,2251.2522,0.0,1.0,0.0,0
11.836074,0.51132697,2920.0986,2.0,1318.134,1.0,0.0,0.0,1
3.7395334,0.76523757,1773.6783,3.0,1232.7717,3.0,0.0,1.0,0
22.656898,0.9474589,1253.3795,2.0,4009.1572,3.0,2.0,0.0,0
8.611355,0.7862448,1135.5675,2.0,1404.5358,1.0,2.0,1.0,0
28.167582,0.8042084,4745.4785,0.0,38.631073,3.0,1.0,0.0,0
7.988147,0.8408054,638.142,3.0,107.10859,0.0,2.0,0.0,0
4.55998,0.56120443,1558.8313,3.0,4892.229,3.0,2.0,0.0,0
25.102268,0.83746356,2383.8125,2.0,2803.5913,0.0,1.0,0.0,0
5.4452453,0.94017744,52.225155,3.0,2450.233,0.0,0.0,1.0,0
6.198781,0.98711044,4608.7183,2.0,4590.2017,4.0,1.0,1.0,0
18.382101,0.721526,540.538,2.0,1764.9202,2.0,2.0,0.0,0
26.362299,0.6722524,3428.2295,3.0,3977.0378,2.0,0.0,0.0,0
6.696605,0.8766548,3162.884,0.0,3611.831,1.0,1.0,1.0,0
9.999387,0.77143717,4054.866,0.0,2390.7114,3.0,2.0,1.0,1
23.54474,0.62865233,3274.3694,0.0,3875.413,3.0,1.0,1.0,0
29.182966,0.58607894,3858.4678,2.0,4829.2344,3.0,1.0,0.0,1
15.521495,0.58511513,2135.1807,0.0,1011.0308,1.0,0.0,0.0,0
5.1730275,0.7295885,2469.0872,1.0,97.37198,3.0,1.0,1.0,0
1.4041524,0.5850622,3523.2273,1.0,4109.0576,3.0,0.0,0.0,0
7.6600246,0.50985944,2863.7122,2.0,2023.8995,2.0,0.0,1.0,0
4.8228445,0.52604437,2582.1157,2.0,2726.5684,1.0,1.0,1.0,0
20.652102,0.9649423,1067.5142,0.0,1120.087,3.0,0.0,0.0,0
4.5331426,0.53648067,1327.6359,2.0,4210.526,2.0,1.0,1.0,0
15.683568,0.53659034,1824.5614,1.0,3608.819,1.0,1.0,1.0,0
21.13361,0.7255942,95.95771,0.0,4767.2993,4.0,1.0,1.0,0
17.85238,0.62255013,2115.949,2.0,2381.5068,2.0,2.0,0.0,0
6.7934937,0.9813469,63.703957,1.0,4883.0596,2.0,1.0,1.0,0
24.31961,0.9554929,2846.8264,1.0,2559.1685,1.0,2.0,0.0,0
21.746807,0.7023716,3534.9424,3.0,3110.8962,3.0,1.0,1.0,0
22.430536,0.7243658,2832.6357,0.0,3373.896,4.0,2.0,0.0,0
4.800675,0.6875568,3482.9238,3.0,2453.9595,3.0,2.0,1.0,0
4.5888605,0.51893306,50.065186,1.0,2818.2732,2.0,1.0,0.0,1
27.899315,0.6464234,344.23776,3.0,1124.3022,3.0,2.0,1.0,1
12.529768,0.56133676,3507.3892,3.0,1818.1917,1.0,1.0,0.0,1
9.727512,0.5511852,4024.3557,3.0,3512.9463,0.0,2.0,1.0,1
15.168938,0.7804308,3602.6228,0.0,204.55492,3.0,2.0,0.0,0
20.223063,0.54938245,3331.9106,3.0,3505.0615,0.0,1.0,0.0,0
28.713074,0.5514657,3551.5442,1.0,1525.8405,0.0,0.0,0.0,1
9.306941,0.74025685,3710.9702,3.0,1366.4608,3.0,2.0,0.0,0
27.819445,0.72114116,3635.6687,3.0,3470.5073,2.0,1.0,0.0,1
1.7209252,0.5688174,3703.1418,2.0,1082.5764,4.0,2.0,0.0,0
17.100742,0.5022245,416.39755,3.0,4808.8003,4.0,2.0,0.0,0
19.385279,0.5964872,363.19418,2.0,4953.4883,0.0,0.0,1.0,1
4.071025,0.61794615,1837.5437,0.0,2295.9211,3.0,0.0,1.0,0
5.0698485,0.9001242,2661.6038,3.0,2013.0775,1.0,2.0,0.0,0
13.154315,0.95771915,3824.9644,2.0,404.3969,3.0,0.0,0.0,0
29.020725,0.7029722,1706.8037,0.0,3893.3113,0.0,2.0,1.0,1
18.285234,0.70251334,1411.8296,0.0,821.99274,2.0,1.0,1.0,0
28.057673,0.85624063,3918.1692,2.0,4665.9087,3.0,2.0,0.0,0
24.326466,0.813461,1284.2174,3.0,4953.0576,2.0,1.0,0.0,1
14.554067,0.5920701,4113.165,2.0,620.8248,2.0,0.0,1.0,0
23.75814,0.5538446,926.8111,1.0,3418.1995,0.0,0.0,0.0,0
1.5172668,0.71880597,1829.3939,1.0,2335.3,0.0,2.0,1.0,0
4.165176,0.7824142,2035.3242,1.0,2710.3179,3.0,0.0,0.0,0
25.05343,0.5693538,1532.5767,1.0,906.07764,2.0,0.0,1.0,1
24.107695,0.6466367,66.61672,1.0,3620.3694,2.0,0.0,0.0,1
7.7465816,0.6529715,1215.7709,0.0,841.39746,1.0,1.0,0.0,0
16.392319,0.6306491,1721.3851,2.0,4427.647,0.0,2.0,1.0,0
18.57446,0.73038065,1602.4432,0.0,2275.3333,3.0,2.0,1.0,0
26.164429,0.82653177,3938.4998,0.0,3177.9917,0.0,2.0,1.0,1
18.490108,0.75469494,284.47043,1.0,4609.738,3.0,2.0,1.0,0
12.964576,0.6007283,1975.296,3.0,3692.318,0.0,2.0,0.0,0
11.851337,0.5514695,235.7015,2.0,2708.831,4.0,1.0,0.0,0
13.35058,0.9109352,4656.7056,1.0,2019.3615,1.0,2.0,0.0,0
19.906,0.73965234,3961.5366,2.0,2316.0542,4.0,1.0,0.0,0
26.157228,0.5310696,4911.6997,2.0,1714.9486,0.0,0.0,1.0,1
14.16301,0.62906075,4555.2944,1.0,4731.4575,2.0,0.0,0.0,1
8.187347,0.9020169,1613.2732,3.0,1271.7606,2.0,0.0,0.0,0
7.8632083,0.87586313,3473.338,2.0,2052.638,0.0,1.0,1.0,1
22.634415,0.9379083,1567.4427,0.0,3893.3374,2.0,1.0,1.0,0
24.680494,0.8010439,4446.6455,3.0,1828.065,1.0,1.0,1.0,0
4.0530643,0.71145296,2083.2268,0.0,4434.1885,2.0,1.0,1.0,1
2.9302068,0.7133175,1910.6433,0.0,1222.9325,1.0,1.0,1.0,0
18.238577,0.597,4574.64,1.0,166.41077,0.0,2.0,0.0,0
5.239024,0.82539946,4191.8643,1.0,3147.468,3.0,2.0,0.0,0
24.915262,0.79253435,4833.747,3.0,2546.1848,2.0,0.0,0.0,1
9.999705,0.5774322,379.11603,2.0,4665.96,4.0,0.0,0.0,0
5.172286,0.94283146,1254.5275,0.0,2121.4304,4.0,2.0,0.0,0
27.708143,0.6842341,1539.2458,1.0,686.5954,1.0,2.0,0.0,0
5.80042,0.5248694,2150.5427,3.0,1655.4302,1.0,0.0,1.0,1
9.256883,0.6639405,2391.9937,2.0,1972.127,4.0,1.0,1.0,0
5.4547887,0.93492836,1492.7886,2.0,2919.8276,1.0,1.0,1.0,0
4.3492117,0.9584783,3962.7295,2.0,1379.7574,0.0,1.0,1.0,0
1.6132925,0.7451992,1155.0585,2.0,2756.0635,2.0,2.0,0.0,0
2.6064668,0.97817,3497.7607,0.0,4541.149,4.0,0.0,1.0,0
6.064603,0.9376209,4266.253,2.0,2124.4146,1.0,1.0,1.0,0
2.5480762,0.91261536,3038.3064,2.0,3261.3318,3.0,0.0,1.0,0
18.143171,0.92985505,1803.0867,0.0,1152.204,1.0,2.0,0.0,0
20.74072,0.6909377,980.06165,2.0,4008.622,1.0,1.0,1.0,1
12.415283,0.87823445,715.0137,0.0,1355.6565,2.0,2.0,0.0,0
10.221742,0.7886695,3733.665,0.0,2903.2158,0.0,2.0,0.0,0
15.631261,0.859842,2372.2034,3.0,1508.2349,1.0,2.0,1.0,0
26.375143,0.58889306,279.28177,1.0,346.33774,1.0,2.0,1.0,0
25.682817,0.86569697,4920.0054,1.0,1605.1171,4.0,2.0,1.0,1
2.2607768,0.97879624,3372.9507,2.0,1068.033,1.0,1.0,1.0,0
6.263454,0.65133166,4228.7036,2.0,4464.442,4.0,1.0,0.0,0
7.865601,0.9930807,2219.034,2.0,1338.1489,0.0,1.0,0.0,0
8.23224,0.689188,4779.4214,3.0,4872.3716,2.0,1.0,1.0,1
17.565746,0.59986174,1037.6488,2.0,2466.8057,1.0,1.0,1.0,1
13.07161,0.5561431,966.4238,0.0,1113.1141,2.0,2.0,0.0,0
2.4283695,0.89248097,4457.1567,0.0,1962.8073,3.0,1.0,1.0,1
11.83481,0.7774127,4463.9995,1.0,925.3213,4.0,1.0,1.0,0
16.188835,0.65356565,2520.1465,1.0,4170.0796,3.0,1.0,0.0,1
3.9484851,0.8042252,672.64246,1.0,608.64667,2.0,1.0,1.0,1
25.170298,0.6660506,1560.8214,0.0,4368.9033,2.0,2.0,1.0,1
2.506894,0.72417885,3783.054,0.0,239.12607,4.0,1.0,1.0,0
27.820414,0.93133205,4237.66,0.0,1505.0436,4.0,1.0,0.0,0
3.8742812,0.83408326,1770.891,3.0,708.0347,3.0,0.0,1.0,0
25.463675,0.8812009,353.10672,1.0,3429.475,0.0,1.0,0.0,0
27.17694,0.7917468,3345.3472,3.0,2566.4854,1.0,1.0,1.0,1
29.407549,0.99569905,3710.5103,1.0,4697.3047,1.0,0.0,1.0,1
24.25875,0.620705,2148.8726,1.0,1837.242,1.0,2.0,1.0,1
23.604849,0.6311456,2936.3333,1.0,213.33798,4.0,2.0,1.0,0
19.632015,0.5462795,4937.489,3.0,3810.6787,0.0,0.0,1.0,1
23.590895,0.7770097,1262.743,2.0,2901.7083,4.0,2.0,0.0,0
4.9020143,0.8066796,2886.2395,0.0,4138.9023,4.0,0.0,0.0,0
16.545973,0.8629808,3074.2542,1.0,2136.4314,2.0,1.0,1.0,0
15.912463,0.66772294,2768.0806,3.0,3693.524,1.0,0.0,1.0,1
25.869593,0.50612843,4352.1914,0.0,863.61786,1.0,1.0,1.0,1
14.421182,0.8161148,3044.7874,3.0,4997.6377,3.0,1.0,1.0,1
12.167596,0.99934775,2564.0557,3.0,876.4984,3.0,0.0,0.0,0
19.547335,0.6472747,658.9244,0.0,4150.705,2.0,0.0,1.0,0
8.727436,0.5919672,3530.8855,2.0,1070.0664,2.0,2.0,1.0,1
5.0532837,0.6408835,703.93146,2.0,3914.7148,4.0,2.0,1.0,0
14.858441,0.71270776,181.52097,3.0,4307.6494,3.0,0.0,0.0,0
13.089791,0.62545645,2468.2292,3.0,4384.438,3.0,0.0,0.0,0
7.7445283,0.67348003,2883.604,0.0,2383.835,1.0,0.0,0.0,0
11.657843,0.81910336,4995.3174,1.0,2149.7769,0.0,0.0,0.0,0
11.625381,0.672514,3576.0176,3.0,4170.6177,2.0,2.0,0.0,1
10.497372,0.69802946,4250.522,1.0,2901.6511,1.0,0.0,0.0,0
12.004458,0.52001566,1764.6208,0.0,3110.1714,1.0,0.0,1.0,1
20.886557,0.95897126,2569.1277,2.0,1187.975,2.0,0.0,1.0,0
9.609418,0.703443,4872.6313,0.0,2236.3235,4.0,1.0,0.0,0
28.51688,0.66407174,2116.0732,0.0,1853.5499,4.0,2.0,1.0,0
27.574093,0.5432421,4046.0876,3.0,3329.9546,3.0,1.0,1.0,1
14.946403,0.8170916,2653.6462,0.0,990.45154,3.0,2.0,1.0,0
10.522475,0.9319125,1158.6112,3.0,2034.7021,2.0,2.0,1.0,1
16.527609,0.5205766,2923.0723,0.0,4245.173,2.0,2.0,0.0,1
25.608253,0.57263625,1129.407,0.0,2736.764,2.0,0.0,0.0,1
19.925034,0.5731949,64.9836,2.0,4481.2593,4.0,2.0,1.0,1
24.327362,0.80113745,1217.6853,0.0,1170.3119,4.0,1.0,1.0,0
16.448946,0.9606153,1006.06195,1.0,2205.1177,2.0,0.0,0.0,0
19.35461,0.71888417,1886.0598,1.0,2507.077,3.0,0.0,1.0,0
9.356513,0.67190325,4448.5547,2.0,2008.8314,0.0,2.0,0.0,0
22.311901,0.8829203,1969.8727,1.0,3425.6228,2.0,0.0,1.0,1
6.8697333,0.87128454,4233.6787,0.0,752.1119,4.0,1.0,1.0,1
21.149145,0.6233781,2800.2844,0.0,2601.8079,3.0,2.0,1.0,1
25.960854,0.58041316,87.69279,0.0,702.474,2.0,2.0,1.0,0
4.830982,0.678905,984.2467,0.0,3149.6956,1.0,0.0,0.0,0
18.817013,0.8878017,4659.826,2.0,4152.938,4.0,1.0,1.0,0
3.7577767,0.8475317,3040.6584,1.0,109.78526,4.0,2.0,0.0,0
22.045753,0.83292687,4651.257,0.0,2290.1118,1.0,1.0,1.0,0
3.4503033,0.9147143,1585.0941,1.0,2468.5908,4.0,1.0,1.0,0
28.142256,0.6385652,3596.984,2.0,3604.0686,2.0,0.0,0.0,1
4.98483,0.6698419,3871.5247,1.0,382.85245,1.0,2.0,1.0,0
28.807528,0.5211697,4879.713,1.0,2036.0437,1.0,0.0,0.0,1
24.225641,0.9343729,139.97359,2.0,3929.5513,2.0,1.0,0.0,0
18.216778,0.7912149,4763.574,2.0,2665.4014,2.0,1.0,1.0,1
